params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.6339570000000023,100,-0.1,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""discount_factor"": 0.1}",1.6738950000000017,100,-0.1,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,1.3877787807814457e-17
"{""discount_factor"": 0.2}",0.7845609999999965,100,-0.08057367667773756,-0.0832453909726637,-0.11406249999999998,-0.0045454545454545695,0.015749711673463448
"{""discount_factor"": 0.3}",0.9997380000000007,100,-0.0771684543968995,-0.07920588235294115,-0.11607142857142858,-0.01923076923076925,0.017517913204348756
"{""discount_factor"": 0.4}",0.7551659999999956,100,-0.07289233061192943,-0.07586206896551721,-0.11914893617021272,-0.008695652173913071,0.0198232379939031
"{""discount_factor"": 0.5}",0.7678089999999997,100,-0.07611736202212893,-0.0769230769230769,-0.11139240506329111,-0.04000000000000001,0.015431733390108233
"{""discount_factor"": 0.6}",0.7700930000000028,100,-0.07437793207859789,-0.07199502133712658,-0.1183673469387755,-0.025000000000000022,0.016192530562584583
"{""discount_factor"": 0.7}",0.7811430000000001,100,-0.070427980213575,-0.07161643835616437,-0.12093023255813952,-0.025000000000000022,0.019585131602333907
"{""discount_factor"": 0.8}",0.7676449999999946,100,-0.06843525230652463,-0.06887351778656124,-0.13333333333333336,-0.012500000000000011,0.022992684572357036
"{""discount_factor"": 0.9}",0.8103690000000014,100,-0.07661147592740965,-0.07199999999999998,-0.17500000000000002,-0.0045454545454545695,0.03494131173611433
