step,reward,mean,median,std,max,min
0,-0.05961538461538459,-0.05961538461538459,-0.05961538461538459,0.0,-0.05961538461538459,-0.05961538461538459
1,-0.08980582524271845,-0.07471060492905152,-0.07471060492905152,0.015095220313666929,-0.05961538461538459,-0.08980582524271845
2,-0.06037735849056601,-0.06993285611622302,-0.06037735849056601,0.01405575392199686,-0.05961538461538459,-0.08980582524271845
3,-0.04615384615384617,-0.0639881036256288,-0.0599963715529753,0.01594344411537469,-0.04615384615384617,-0.08980582524271845
4,-0.078125,-0.06681548290050304,-0.06037735849056601,0.015340502679639092,-0.04615384615384617,-0.08980582524271845
5,-0.09389534883720929,-0.07132879388995408,-0.06925117924528301,0.017261490834344993,-0.04615384615384617,-0.09389534883720929
6,-0.07499999999999998,-0.07185325190567493,-0.07499999999999998,0.016032586262162262,-0.04615384615384617,-0.09389534883720929
7,-0.07042253521126757,-0.071674412318874,-0.07271126760563378,0.015004573624619084,-0.04615384615384617,-0.09389534883720929
8,-0.078125,-0.07239114428344356,-0.07499999999999998,0.01429096286431662,-0.04615384615384617,-0.09389534883720929
9,-0.06557377049180325,-0.07170940690427953,-0.07271126760563378,0.013710993775714945,-0.04615384615384617,-0.09389534883720929
10,-0.07307692307692304,-0.07183372655633803,-0.07307692307692304,0.013078829508806185,-0.04615384615384617,-0.09389534883720929
11,-0.09156626506024097,-0.07347810476499661,-0.07403846153846151,0.013658144438439445,-0.04615384615384617,-0.09389534883720929
12,-0.11607142857142858,-0.0767545142885683,-0.07499999999999998,0.01734974390219967,-0.04615384615384617,-0.11607142857142858
13,-0.07899999999999999,-0.07691490612509913,-0.07656249999999999,0.016728630341931706,-0.04615384615384617,-0.11607142857142858
14,-0.07162162162162161,-0.07656202049153397,-0.07499999999999998,0.01621523966400554,-0.04615384615384617,-0.11607142857142858
15,-0.08541666666666665,-0.07711543587747977,-0.07656249999999999,0.01584596640685226,-0.04615384615384617,-0.11607142857142858
16,-0.08609271523178806,-0.07764351113361555,-0.078125,0.015517286920578204,-0.04615384615384617,-0.11607142857142858
17,-0.08590604026845636,-0.0781025405299956,-0.078125,0.015198395257627003,-0.04615384615384617,-0.11607142857142858
18,-0.07765957446808508,-0.07807922652673714,-0.078125,0.014793362350350978,-0.04615384615384617,-0.11607142857142858
19,-0.08455882352941177,-0.07840320637687087,-0.078125,0.014487777161107345,-0.04615384615384617,-0.11607142857142858
20,-0.07941176470588233,-0.07845123296396665,-0.078125,0.014140254078822294,-0.04615384615384617,-0.11607142857142858
21,-0.0864516129032258,-0.07881488659756934,-0.0785625,0.013915294407142693,-0.04615384615384617,-0.11607142857142858
22,-0.07835051546391752,-0.07879469654828013,-0.07835051546391752,0.013609755884623063,-0.04615384615384617,-0.11607142857142858
23,-0.08467153284671532,-0.0790395647273816,-0.07867525773195876,0.013374857670851848,-0.04615384615384617,-0.11607142857142858
24,-0.0769230769230769,-0.07895490521520941,-0.07835051546391752,0.013111192112045053,-0.04615384615384617,-0.11607142857142858
25,-0.06379310344827585,-0.07837175899340429,-0.07823775773195876,0.013183064092261377,-0.04615384615384617,-0.11607142857142858
26,-0.08779069767441859,-0.0787206085741826,-0.07835051546391752,0.013058349483708246,-0.04615384615384617,-0.11607142857142858
27,-0.07374999999999998,-0.07854308683939036,-0.07823775773195876,0.012856179478568422,-0.04615384615384617,-0.11607142857142858
28,-0.08734939759036142,-0.07884675272735489,-0.07835051546391752,0.01273436127428107,-0.04615384615384617,-0.11607142857142858
29,-0.07469879518072288,-0.07870848747580048,-0.07823775773195876,0.012542443659123223,-0.04615384615384617,-0.11607142857142858
30,-0.06557377049180325,-0.0782847869279296,-0.078125,0.012554837638158121,-0.04615384615384617,-0.11607142857142858
31,-0.08478260869565217,-0.07848784385817092,-0.07823775773195876,0.012408722551747051,-0.04615384615384617,-0.11607142857142858
32,-0.06666666666666662,-0.07812962636751927,-0.078125,0.012386148580207723,-0.04615384615384617,-0.11607142857142858
33,-0.086875,-0.07838684323906282,-0.07823775773195876,0.012291774427745742,-0.04615384615384617,-0.11607142857142858
34,-0.07613636363636363,-0.07832254382184285,-0.078125,0.012120705290326383,-0.04615384615384617,-0.11607142857142858
35,-0.09455958549222798,-0.07877357275713132,-0.07823775773195876,0.012245430590306037,-0.04615384615384617,-0.11607142857142858
36,-0.07640449438202246,-0.07870954361185811,-0.078125,0.012084926253670334,-0.04615384615384617,-0.11607142857142858
37,-0.09285714285714285,-0.07908184885515508,-0.07823775773195876,0.012137988120839301,-0.04615384615384617,-0.11607142857142858
38,-0.11046511627906974,-0.07988654801987084,-0.07835051546391752,0.01296763634111518,-0.04615384615384617,-0.11607142857142858
39,-0.09149797570850203,-0.08017683371208661,-0.07867525773195876,0.012932206617960773,-0.04615384615384617,-0.11607142857142858
40,-0.06181818181818178,-0.07972906171467431,-0.07835051546391752,0.013083687786163891,-0.04615384615384617,-0.11607142857142858
41,-0.025000000000000022,-0.07842598881670587,-0.07823775773195876,0.01538587212861153,-0.025000000000000022,-0.11607142857142858
42,-0.07439024390243902,-0.07833213428381594,-0.078125,0.015218074499029576,-0.025000000000000022,-0.11607142857142858
43,-0.05714285714285714,-0.0778505598033396,-0.078125,0.015372009896473398,-0.025000000000000022,-0.11607142857142858
44,-0.0625,-0.07750943625215427,-0.078125,0.015367747996750464,-0.025000000000000022,-0.11607142857142858
45,-0.07123287671232875,-0.07737298930563632,-0.07789228723404254,0.015227324063638095,-0.025000000000000022,-0.11607142857142858
46,-0.07162162162162161,-0.07725061978044452,-0.07765957446808508,0.015087305324944343,-0.025000000000000022,-0.11607142857142858
47,-0.06956521739130432,-0.07709050723067078,-0.07729132569558099,0.01496961758655598,-0.025000000000000022,-0.11607142857142858
48,-0.0898550724637681,-0.07735100856195846,-0.07765957446808508,0.014925599548593889,-0.025000000000000022,-0.11607142857142858
49,-0.05799999999999999,-0.0769639883907193,-0.07729132569558099,0.015021900594852844,-0.025000000000000022,-0.11607142857142858
50,-0.09413407821229047,-0.07730065681859324,-0.07765957446808508,0.015063204246926695,-0.025000000000000022,-0.11607142857142858
51,-0.05531914893617017,-0.07687793551316202,-0.07729132569558099,0.015220053111004684,-0.025000000000000022,-0.11607142857142858
52,-0.05714285714285714,-0.07650557554391099,-0.0769230769230769,0.015313038983106089,-0.025000000000000022,-0.11607142857142858
53,-0.06037735849056601,-0.07620690485773794,-0.07666378565254968,0.015325618828220193,-0.025000000000000022,-0.11607142857142858
54,-0.08384615384615383,-0.07634580029389096,-0.0769230769230769,0.015219918206418218,-0.025000000000000022,-0.11607142857142858
55,-0.08944723618090451,-0.07657975450615907,-0.07729132569558099,0.015182877778545677,-0.025000000000000022,-0.11607142857142858
56,-0.08670886075949366,-0.07675745812463863,-0.07765957446808508,0.015107745406584803,-0.025000000000000022,-0.11607142857142858
57,-0.01923076923076925,-0.07576561866095123,-0.07729132569558099,0.016744617795718578,-0.01923076923076925,-0.11607142857142858
58,-0.105625,-0.07627170987008765,-0.07765957446808508,0.01704363300810207,-0.01923076923076925,-0.11607142857142858
59,-0.10364372469635628,-0.07672791011719211,-0.07789228723404254,0.017260446216952743,-0.01923076923076925,-0.11607142857142858
60,-0.07083333333333333,-0.07663127771089936,-0.07765957446808508,0.017134739252739273,-0.01923076923076925,-0.11607142857142858
61,-0.10257142857142855,-0.0770496672409079,-0.07789228723404254,0.01730727750340941,-0.01923076923076925,-0.11607142857142858
62,-0.08727272727272727,-0.07721193803506375,-0.078125,0.0172168462334735,-0.01923076923076925,-0.11607142857142858
63,-0.0809090909090909,-0.07726970604872042,-0.078125,0.0170879628679544,-0.01923076923076925,-0.11607142857142858
64,-0.06557377049180325,-0.077089768578614,-0.078125,0.017017001801365315,-0.01923076923076925,-0.11607142857142858
65,-0.06440677966101693,-0.07689760207986253,-0.07789228723404254,0.01695851164330729,-0.01923076923076925,-0.11607142857142858
66,-0.06999999999999997,-0.07679465279508847,-0.07765957446808508,0.016852246647496495,-0.01923076923076925,-0.11607142857142858
67,-0.08157894736842106,-0.07686501006822571,-0.07789228723404254,0.016737784574835185,-0.01923076923076925,-0.11607142857142858
68,-0.02222222222222224,-0.07607308560668943,-0.07765957446808508,0.01785326451350196,-0.01923076923076925,-0.11607142857142858
69,-0.06379310344827585,-0.07589765729014067,-0.07729132569558099,0.01778508139531532,-0.01923076923076925,-0.11607142857142858
70,-0.08235294117647057,-0.07598857678149742,-0.07765957446808508,0.01767576609315902,-0.01923076923076925,-0.11607142857142858
71,-0.05531914893617017,-0.07570150139475677,-0.07729132569558099,0.01771848287925076,-0.01923076923076925,-0.11607142857142858
72,-0.0875739644970414,-0.07586413787560999,-0.07765957446808508,0.017650735652930398,-0.01923076923076925,-0.11607142857142858
