,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,1.0,0,0.00016683300054864958,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",100,1024,0
1,1,1.0,1,0.008967469000708661,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",100,1024,0
2,2,1.0,2,0.016283521999866934,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",100,1024,0
3,4,1.0,4,0.024646952999319183,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",100,1024,0
4,8,4.0,9,0.03176891600014642,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0]",100,1024,0
5,16,14.0,18,0.038282596000499325,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",100,1024,0
6,32,16.0,35,0.0459616799998912,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",100,1024,0
7,64,18.0,69,0.05714477299989085,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,0
8,128,18.0,133,0.08349564299896883,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,0
9,256,18.0,203,0.1139111270003923,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,0
10,512,18.0,203,0.1139111270003923,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,0
11,1024,18.0,203,0.1139111270003923,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,0
12,0,12.0,203,0.12507991900019988,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",100,1024,1
13,1,12.0,204,0.13576193699918804,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",100,1024,1
14,2,15.0,206,0.148074947999703,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",100,1024,1
15,4,15.0,208,0.15915460799988068,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",100,1024,1
16,8,15.0,212,0.17011599599936744,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",100,1024,1
17,16,15.0,220,0.1812823729997035,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",100,1024,1
18,32,16.0,237,0.19571298200025922,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",100,1024,1
19,64,18.0,270,0.22303649999957997,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,1
20,128,18.0,334,0.26541668999925605,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,1
21,256,18.0,392,0.32253734299956704,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,1
22,512,18.0,392,0.32253734299956704,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,1
23,1024,18.0,392,0.32253734299956704,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",100,1024,1
24,0,2.0,392,0.335529972000586,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",100,1024,2
25,1,2.0,393,0.3457634229998803,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",100,1024,2
26,2,2.0,394,0.35547582000072,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",100,1024,2
27,4,2.0,396,0.3664934879998327,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",100,1024,2
28,8,2.0,400,0.37897545200030436,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",100,1024,2
29,16,4.0,410,0.39369610299945634,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",100,1024,2
30,32,16.0,428,0.4183662239993282,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",100,1024,2
31,64,18.0,461,0.4510230659998342,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100,1024,2
32,128,18.0,525,0.5101999460002844,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100,1024,2
33,256,18.0,596,0.5892760949991498,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100,1024,2
34,512,18.0,596,0.5892760949991498,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100,1024,2
