episode,length,time,reward,delta
0,39.0,0.002743000000009488,-4.900000000000002,-1.0007376156490786
1,4.0,0.00038500000005115,-1.4,-0.9995819458583612
2,18.0,0.0013160000000880245,-2.8000000000000007,-0.9998125789718012
3,20.0,0.0014499999999770807,-3.0000000000000004,-1.000051295060512
4,14.0,0.001044999999976426,-2.4000000000000004,-1.0002112793367466
5,27.0,0.001948999999967782,-3.700000000000001,-1.0000486413461982
6,57.0,0.004331999999976688,-6.699999999999996,-1.0000193692676715
7,33.0,0.0024880000000848668,-4.300000000000002,-0.9999476755515125
8,36.0,0.002573000000211323,-4.600000000000001,-0.909803683077083
9,15.0,0.0011429999999563734,-2.5,-0.9009272705513456
10,45.0,0.003544000000147207,-5.5,-0.899628486784616
11,9.0,0.0008230000000821747,-1.9,-0.9092926230532881
12,28.0,0.002152999999907479,-3.800000000000001,-0.8324598326443362
13,55.0,0.004114999999956126,-6.4999999999999964,-0.9996883523974682
14,30.0,0.0021219999998720596,-4.000000000000002,-0.9996400216724075
15,77.0,0.005188999999973021,-8.699999999999989,-0.9096218198537862
16,14.0,0.0010529999999562278,-2.4000000000000004,-0.9005543425827883
17,31.0,0.0025909999999385036,-4.100000000000001,-0.9107231413192803
18,7.0,0.0007610000000113359,-1.7,-0.8079540600982454
19,23.0,0.0019919999999729043,-3.3000000000000007,-0.9998719437704612
20,16.0,0.0012099999999009015,-2.6000000000000005,-0.09998125789718015
21,76.0,0.0055190000000493455,-8.599999999999989,-0.08324598326443344
22,18.0,0.0013579999999819847,-2.8000000000000007,-0.008324598326443389
23,16.0,0.0011490000001685985,-2.6000000000000005,-1.000156486192092
24,27.0,0.0018959999999879074,-3.700000000000001,-0.999927286184666
25,62.0,0.004899999999906868,-7.199999999999994,-0.8251467013888574
26,21.0,0.0021859999999378488,-3.1000000000000005,-0.8072774158481332
27,72.0,0.005196999999952823,-8.19999999999999,-0.6769276067175346
28,8.0,0.0006690000000162399,-1.7999999999999998,-0.00083245983264435
