step,reward,mean,median,std,max,min
0,-0.08779069767441859,-0.08779069767441859,-0.08779069767441859,0.0,-0.08779069767441859,-0.08779069767441859
1,-0.0734177215189873,-0.08060420959670295,-0.08060420959670295,0.007186488077715644,-0.0734177215189873,-0.08779069767441859
2,-0.06181818181818178,-0.0743422003371959,-0.0734177215189873,0.010623367036541206,-0.06181818181818178,-0.08779069767441859
3,-0.0625,-0.07138165025289692,-0.06795886075949364,0.01053264049513372,-0.06181818181818178,-0.08779069767441859
4,-0.0631578947368421,-0.06973689914968595,-0.0631578947368421,0.009978478712000105,-0.06181818181818178,-0.08779069767441859
5,-0.05961538461538459,-0.06804998006063571,-0.06282894736842104,0.009859184106027383,-0.05961538461538459,-0.08779069767441859
6,-0.08521126760563379,-0.07050159256706402,-0.0631578947368421,0.01092610262791184,-0.05961538461538459,-0.08779069767441859
7,-0.08018867924528301,-0.07171247840184139,-0.0682878081279147,0.010710787335217508,-0.05961538461538459,-0.08779069767441859
8,-0.12093023255813952,-0.07718111775254118,-0.0734177215189873,0.01847220404277028,-0.05961538461538459,-0.12093023255813952
9,-0.07499999999999998,-0.07696300597728706,-0.07420886075949365,0.017536483247689808,-0.05961538461538459,-0.12093023255813952
10,-0.0533333333333333,-0.07481485391874582,-0.0734177215189873,0.018047623228791863,-0.0533333333333333,-0.12093023255813952
11,-0.1068181818181818,-0.07748179791036548,-0.07420886075949365,0.019411649551833318,-0.0533333333333333,-0.12093023255813952
12,-0.11323529411764703,-0.08023206684938713,-0.07499999999999998,0.020942644056202036,-0.0533333333333333,-0.12093023255813952
13,-0.06718749999999998,-0.0793003120744309,-0.07420886075949365,0.020458551840386675,-0.0533333333333333,-0.12093023255813952
14,-0.07407407407407407,-0.07895189620774046,-0.07407407407407407,0.01980778545097019,-0.0533333333333333,-0.12093023255813952
15,-0.07199999999999998,-0.07851740269475668,-0.07374589779653068,0.019252489732098598,-0.0533333333333333,-0.12093023255813952
16,-0.10899999999999999,-0.08031049665388865,-0.07407407407407407,0.020007446189650516,-0.0533333333333333,-0.12093023255813952
17,-0.06718749999999998,-0.07958144128422816,-0.07374589779653068,0.019674729987616876,-0.0533333333333333,-0.12093023255813952
18,-0.10254237288135593,-0.08078991136828752,-0.07407407407407407,0.01982444899667297,-0.0533333333333333,-0.12093023255813952
19,-0.06499999999999997,-0.08000041579987313,-0.07374589779653068,0.019626540727264608,-0.0533333333333333,-0.12093023255813952
20,-0.07042253521126757,-0.07954432624803477,-0.0734177215189873,0.019261841680829183,-0.0533333333333333,-0.12093023255813952
21,-0.08264462809917357,-0.07968524905945017,-0.07374589779653068,0.018830058673204312,-0.0533333333333333,-0.12093023255813952
22,-0.05531914893617017,-0.07862585340191626,-0.0734177215189873,0.01907474759825607,-0.0533333333333333,-0.12093023255813952
23,-0.07199999999999998,-0.07834977617683642,-0.07270886075949365,0.018720010007829566,-0.0533333333333333,-0.12093023255813952
24,-0.07666666666666665,-0.07828245179642962,-0.0734177215189873,0.018344754166743183,-0.0533333333333333,-0.12093023255813952
25,-0.0631578947368421,-0.07770073806336858,-0.07270886075949365,0.018222138057083545,-0.0533333333333333,-0.12093023255813952
26,-0.0895,-0.0781377477647253,-0.0734177215189873,0.01801981459802145,-0.0533333333333333,-0.12093023255813952
27,-0.10810810810810809,-0.07920811777698897,-0.07374589779653068,0.018548597862020583,-0.0533333333333333,-0.12093023255813952
28,-0.08,-0.07923542406054107,-0.07407407407407407,0.01822656167871241,-0.0533333333333333,-0.12093023255813952
29,-0.10497237569060772,-0.08009332244820995,-0.07453703703703703,0.01850615209248965,-0.0533333333333333,-0.12093023255813952
30,-0.08278688524590165,-0.08018021157071613,-0.07499999999999998,0.018211438445027657,-0.0533333333333333,-0.12093023255813952
31,-0.11232876712328767,-0.081184853931734,-0.07583333333333331,0.018777132885433333,-0.0533333333333333,-0.12093023255813952
32,-0.08489208633093523,-0.08129719430746737,-0.07666666666666665,0.01850135959041121,-0.0533333333333333,-0.12093023255813952
33,-0.08955223880597014,-0.08153998973389391,-0.07833333333333332,0.018280535770172735,-0.0533333333333333,-0.12093023255813952
34,-0.07878787878787878,-0.0814613579925792,-0.07878787878787878,0.018023325604733447,-0.0533333333333333,-0.12093023255813952
35,-0.10329670329670328,-0.0820678953621382,-0.07939393939393939,0.018129892180031606,-0.0533333333333333,-0.12093023255813952
36,-0.0727272727272727,-0.08181544610173642,-0.07878787878787878,0.017947247665578488,-0.0533333333333333,-0.12093023255813952
37,-0.0475,-0.08091240804642758,-0.07772727272727271,0.01854184353373548,-0.0475,-0.12093023255813952
38,-0.08125000000000002,-0.08092106425036533,-0.07878787878787878,0.018302661700772736,-0.0475,-0.12093023255813952
39,-0.06379310344827585,-0.0804928652303131,-0.07772727272727271,0.01826919706308364,-0.0475,-0.12093023255813952
40,-0.1089108910891089,-0.08118598781223495,-0.07878787878787878,0.01856986115203892,-0.0475,-0.12093023255813952
41,-0.11216216216216215,-0.0819235157729475,-0.07939393939393939,0.01894547756948387,-0.0475,-0.12093023255813952
42,-0.13461538461538464,-0.08314890807160882,-0.08,0.02033839986270174,-0.0475,-0.13461538461538464
43,-0.08205128205128205,-0.0831239620256923,-0.08009433962264151,0.02010661881490243,-0.0475,-0.13461538461538464
44,-0.061111111111111074,-0.08263478756092384,-0.08,0.020145000354764672,-0.0475,-0.13461538461538464
45,-0.10782608695652174,-0.0831824245043064,-0.08009433962264151,0.020260666888485483,-0.0475,-0.13461538461538464
46,-0.05961538461538459,-0.08268099812369104,-0.08,0.020330430436179985,-0.0475,-0.13461538461538464
47,-0.04999999999999999,-0.08200014399611415,-0.07939393939393939,0.02065194579550933,-0.0475,-0.13461538461538464
48,-0.07857142857142857,-0.08193017021193688,-0.07878787878787878,0.020445873639891362,-0.0475,-0.13461538461538464
49,-0.03225806451612906,-0.08093672809802072,-0.07867965367965368,0.021401694053785652,-0.03225806451612906,-0.13461538461538464
50,-0.03225806451612906,-0.07998224449837579,-0.07857142857142857,0.022239681335295327,-0.03225806451612906,-0.13461538461538464
51,-0.08627450980392157,-0.0801032496004055,-0.07867965367965368,0.02204174619947153,-0.03225806451612906,-0.13461538461538464
52,-0.11267605633802813,-0.08071783085960593,-0.07878787878787878,0.022278077484432366,-0.03225806451612906,-0.13461538461538464
53,-0.06769230769230769,-0.08047661746761892,-0.07867965367965368,0.02214058505386531,-0.03225806451612906,-0.13461538461538464
54,-0.08590604026845636,-0.08057533424581596,-0.07878787878787878,0.021950373784063597,-0.03225806451612906,-0.13461538461538464
