steps,time,reward,delta,converged
1,0.0006470000000717846,-0.2125,0.9999787792978136,False
2,0.0020959999999377033,-0.12903225806451618,1.0001158686553284,False
3,0.001330000000052678,-0.14500000000000002,1.0001158686553284,False
4,0.0010800000000017462,-0.15625,1.0001158686553284,False
5,0.0012679999999818392,-0.14736842105263162,1.0001158686553284,False
6,0.0017950000000155342,-0.13333333333333336,1.0001158686553284,False
7,0.0011069999999335778,-0.15625,1.0001158686553284,False
8,0.0007920000000467553,-0.17499999999999996,1.0001158686553284,False
9,0.005475000000046748,-0.11071428571428556,1.0001158686553284,False
10,0.0009539999999788051,-0.16428571428571428,1.0001158686553284,False
11,0.002485000000092441,-0.12432432432432436,1.0001158686553284,False
12,0.0007329999999683423,-0.19,1.0001158686553284,False
13,0.0007299999999759166,-0.19,1.0001158686553284,False
14,0.0019889999999804786,-0.13000000000000003,1.0001158686553284,False
15,0.001910999999950036,-0.13103448275862073,1.0001158686553284,False
16,0.004699999999957072,-0.11249999999999988,1.0001158686553284,False
17,0.0006319999999959691,-0.19,1.0001158686553284,False
18,0.005682999999976346,-0.11232876712328754,1.0001158686553284,False
19,0.0017260000000760556,-0.13461538461538464,1.0001158686553284,False
20,0.0012520000000222353,-0.14736842105263162,1.0001158686553284,False
21,0.0007659999999987122,-0.18181818181818182,1.0001158686553284,False
22,0.0021269999999731226,-0.12903225806451618,1.0001158686553284,False
23,0.002367000000049302,-0.12571428571428578,1.0001158686553284,False
24,0.0017759999999498177,-0.13333333333333336,1.0001158686553284,False
25,0.002807000000075277,-0.12093023255813956,1.0001158686553284,False
26,0.0009919999999965512,-0.16000000000000003,1.0001158686553284,False
27,0.0016879999999446227,-0.13600000000000004,1.0001158686553284,False
28,0.0019230000000334257,-0.13103448275862073,1.0001158686553284,False
29,0.0036900000000059663,-0.1160714285714285,1.0001158686553284,False
30,0.004877000000078624,-0.11216216216216203,1.0001158686553284,False
31,0.000945000000001528,-0.16428571428571428,1.0001158686553284,False
32,0.002671999999961372,-0.12250000000000005,1.0001158686553284,False
33,0.0019199999999273132,-0.13103448275862073,1.0001158686553284,False
34,0.0019459999999753563,-0.13103448275862073,1.0002345635814853,False
35,0.001680999999962296,-0.13750000000000004,1.0002345635814853,False
36,0.004978999999934786,-0.11199999999999986,1.0002345635814853,False
37,0.004661999999939326,-0.11249999999999988,1.0002345635814853,False
38,0.0023439999999936845,-0.12500000000000006,1.0002345635814853,False
39,0.0005119999999578795,-0.2125,1.0002345635814853,False
40,0.0019810000000006767,-0.13000000000000003,1.0002345635814853,False
41,0.009957999999983258,-0.1059210526315787,1.0002345635814853,False
42,0.003316000000040731,-0.11764705882352938,1.0002345635814853,False
43,0.0010099999999511056,-0.16000000000000003,1.0002345635814853,False
44,0.005439999999907741,-0.11071428571428556,1.0002345635814853,False
45,0.0029600000000300497,-0.12000000000000001,1.0002345635814853,False
46,0.0018770000000358777,-0.13214285714285717,1.0002345635814853,False
47,0.0059330000000272776,-0.109782608695652,1.0002345635814853,False
48,0.002304999999978463,-0.12500000000000006,1.0002345635814853,False
49,0.0009399999999004649,-0.16428571428571428,1.0002345635814853,False
50,0.0009400000000141517,-0.16428571428571428,1.0002345635814853,False
51,0.001724000000081105,-0.13461538461538464,1.0002345635814853,False
52,0.0030879999999342544,-0.11914893617021276,1.0002345635814853,False
53,0.0027500000001055014,-0.12142857142857147,1.0002345635814853,False
