steps,time,reward,delta,converged
1,0.03942699999998922,0.0,0,False
2,0.022099000000025626,0.0,0,False
3,0.0016730000000393375,0.0,0,False
4,0.014571999999986929,0.0,0,False
5,0.023413000000005013,0.0,0,False
6,0.02232400000002599,0.0,0,False
7,0.02235000000001719,0.0,0,False
8,0.011908000000005359,0.0,0,False
9,0.027333999999996195,0.0,0,False
10,0.008952000000022053,0.0,0,False
11,0.016076999999995678,0.0,0,False
12,0.03309400000000551,0.0,0,False
13,0.01600700000000188,0.0,0,False
14,0.001109000000042215,0.0,0,False
15,0.02913899999998648,0.0,0,False
16,0.009243000000026314,0.0,0,False
17,0.007300999999984015,0.0,0,False
18,0.04048899999997957,0.0,0,False
19,0.008635000000026594,0.0,0,False
20,0.0026960000000144646,0.0,0,False
21,0.012110000000006949,0.0,0,False
22,0.033716000000026725,0.0,0,False
23,0.006317000000024109,0.0,0,False
24,0.008384999999975662,0.0,0,False
25,0.027400999999997566,0.0,0,False
26,0.03287799999998242,0.0,0,False
27,0.032239000000004125,0.0,0,False
28,0.018034000000000106,0.0,0,False
29,0.03743000000002894,0.0,0,False
30,0.03494499999999334,0.0,0,False
31,0.002774000000044907,0.0,0,False
32,0.033338000000014745,0.0,0,False
33,0.03214700000000903,0.0,0,False
34,0.03248100000001841,0.0,0,False
35,0.03169399999995903,0.0,0,False
36,0.02514200000001665,0.0,0,False
37,0.031879999999944175,0.0,0,False
38,0.0408130000000142,0.0,0,False
39,0.029235999999968953,0.0,0,False
40,0.0322779999999625,0.0,0,False
41,0.01589900000004718,0.0,0,False
42,0.03259700000000976,0.0,0,False
43,0.02777800000001207,0.0,0,False
44,0.005322999999975764,0.0,0,False
45,0.012752999999975145,0.0,0,False
46,0.008235000000013315,0.0,0,False
47,0.031783000000018546,0.0,0,False
48,0.03821800000002895,0.0,0,False
49,0.0019439999999804058,0.0,0,False
50,0.034174000000007254,0.0,0,False
51,0.0321700000000078,0.0,0,False
52,0.03317099999998163,0.0,0,False
53,0.035053000000004886,0.0,0,False
54,0.03384199999999282,0.0,0,False
55,0.033844000000044616,0.0,0,False
56,0.012499999999988631,0.0,0,False
57,0.04237400000005209,0.0,0,False
58,0.03634900000002972,0.0,0,False
59,0.033894000000032065,0.0,0,False
60,0.0032199999999988904,0.0,0,False
61,0.03254399999997304,0.0,0,False
62,0.03246400000000449,0.0,0,False
63,0.0321840000000293,0.0,0,False
64,0.03246000000001459,0.0,0,False
65,0.04005699999999024,0.0,0,False
66,0.03395699999998669,0.0,0,False
67,0.01587499999999409,0.0,0,False
68,0.03428100000002132,0.0,0,False
69,0.0063589999999749125,0.0,0,False
70,0.032276000000024396,0.0,0,False
71,0.031597999999974036,0.0,0,False
72,0.03165200000000823,0.0,0,False
73,0.03277800000000752,0.0,0,False
74,0.03838700000000017,0.0,0,False
75,0.03470799999996643,0.0,0,False
76,0.03291400000000522,0.0,0,False
77,0.0321700000000078,0.0,0,False
78,0.03232900000000427,0.0,0,False
79,0.03249999999997044,0.0,0,False
80,0.032496000000037384,0.0,0,False
81,0.040921999999966374,0.0,0,False
82,0.03255699999999706,0.0,0,False
83,0.03219100000001163,0.0,0,False
84,0.032706000000018776,0.0,0,False
85,0.024896000000012464,0.0,0,False
86,0.03371999999995978,0.0,0,False
87,0.033088000000020656,0.0,0,False
88,0.03867599999995264,0.0,0,False
89,0.04102799999998297,0.0,0,False
90,0.033740000000022974,0.0,0,False
91,0.03226000000000795,0.0,0,False
92,0.027439999999955944,0.0,0,False
93,0.03264200000000983,0.0,0,False
94,0.032848999999998796,0.0,0,False
95,0.032758000000001175,0.0,0,False
96,0.04177000000004227,0.0,0,False
97,0.031254999999987376,0.0,0,False
98,0.03164499999996906,0.0,0,False
99,0.03165999999998803,0.0,0,False
100,0.03306600000001936,0.0,0,False
101,0.03484800000001087,0.0,0,False
102,0.03629000000000815,0.0,0,False
103,0.04519199999998591,0.0,0,False
104,0.0347110000000157,0.0,0,False
105,0.03242399999999179,0.0,0,False
106,0.03219900000004827,0.0,0,False
107,0.031686999999976706,0.0,0,False
108,0.032819000000017695,0.0,0,False
109,0.03412300000002233,0.0,0,False
110,0.03913199999999506,0.0,0,False
111,0.03761800000000903,0.0,0,False
112,0.03246599999999944,0.0,0,False
113,0.03144200000002684,0.0,0,False
114,0.03420699999998078,0.0,0,False
115,0.033128999999973985,0.0,0,False
116,0.03259600000001228,0.0,0,False
117,0.03526500000003807,0.0,0,False
118,0.03703899999999294,0.0,0,False
119,0.032211000000017975,0.0,0,False
120,0.032025999999973465,0.0,0,False
121,0.0328249999999457,0.0,0,False
122,0.033247000000017124,0.0,0,False
123,0.03288300000002664,0.0,0,False
124,0.033342000000004646,0.0,0,False
125,0.03987599999999247,0.0,0,False
126,0.03182499999996935,0.0,0,False
127,0.031562000000008084,0.0,0,False
128,0.03147200000000794,0.0,0,False
129,0.031722000000002026,0.0,0,False
