params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",5.688541999999984,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",6.251432999999992,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.95}",5.513499999999993,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.99}",5.30331000000001,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",3.5669300000000135,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",3.2606610000000273,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",3.54784699999999,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",3.491888000000017,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",3.087982000000011,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",3.243787999999995,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",3.666793000000041,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",3.4594359999999824,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.95}",2.94139899999999,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.1, ""q_init"": 0, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.99}",3.1754809999999907,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",2.339697000000001,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",2.4357239999999933,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",2.3483439999999973,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",2.3217259999999555,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",2.332554000000016,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.388834999999972,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.5701239999999643,100,0.0009810874704491725,0.0,0.0,0.05555555555555555,0.006928882014112715
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",2.386543999999958,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.95}",2.3796100000000138,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.99}",4.185179000000005,100,0.001628639660308402,0.0,0.0,0.041666666666666664,0.006650090813460515
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",2.4725420000000327,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",2.468637000000001,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",2.4508839999999736,100,0.0004761904761904762,0.0,0.0,0.047619047619047616,0.004738035414793429
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",2.447277999999983,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",2.4568950000000314,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",2.3800430000000006,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",2.420837000000006,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",3.160184000000015,100,0.00972967581978958,0.0,0.0,0.07407407407407407,0.017467222966137754
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.95}",4.041586999999993,100,0.02045185371181045,0.019327731092436976,0.0,0.1111111111111111,0.022000821724143062
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.99}",2.967702000000031,100,0.0,0.0,0.0,0.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",2.6500239999999735,100,0.0003846153846153846,0.0,0.0,0.038461538461538464,0.0038268747581023848
