step,reward,mean,median,std,max,min
0,-0.040579710144927505,-0.040579710144927505,-0.040579710144927505,0.0,-0.040579710144927505,-0.040579710144927505
1,-0.06985294117647058,-0.05521632566069904,-0.05521632566069904,0.014636615515771535,-0.040579710144927505,-0.06985294117647058
2,-0.012765957446808465,-0.041066202922735516,-0.040579710144927505,0.02330820219371743,-0.012765957446808465,-0.06985294117647058
3,0.08636363636363634,-0.009208743101142551,-0.026672833795867986,0.05875497813786199,0.08636363636363634,-0.06985294117647058
4,-0.06019417475728153,-0.019405829432370347,-0.040579710144927505,0.056370561850761815,0.08636363636363634,-0.06985294117647058
5,-0.08066037735849058,-0.029614920753390384,-0.05038694245110452,0.056295304103866156,0.08636363636363634,-0.08066037735849058
6,0.007894736842105246,-0.024256398239748154,-0.040579710144927505,0.05374668847354686,0.08636363636363634,-0.08066037735849058
7,0.0,-0.02122434845977963,-0.026672833795867986,0.05091140822758572,0.08636363636363634,-0.08066037735849058
8,-0.058585858585858575,-0.025375627362677292,-0.040579710144927505,0.049414973317655424,0.08636363636363634,-0.08066037735849058
9,-0.05232558139534882,-0.028070622765944443,-0.04645264577013816,0.04757123743606863,0.08636363636363634,-0.08066037735849058
10,-0.06611570247933886,-0.03152926637625302,-0.05232558139534882,0.04665742660414436,0.08636363636363634,-0.08066037735849058
11,-0.016326530612244896,-0.030262371729252346,-0.04645264577013816,0.04486826359901038,0.08636363636363634,-0.08066037735849058
12,-0.08891891891891891,-0.034774413820765154,-0.05232558139534882,0.045854169057193916,0.08636363636363634,-0.08891891891891891
13,-0.07573964497041419,-0.037700501760025804,-0.0554557199906037,0.045428236148097614,0.08636363636363634,-0.08891891891891891
14,-0.05729166666666666,-0.03900657942046852,-0.05729166666666666,0.0441590844658681,0.08636363636363634,-0.08891891891891891
15,-0.010869565217391266,-0.03724801603277621,-0.05480862403100774,0.04329591634770735,0.08636363636363634,-0.08891891891891891
16,-0.07028985507246377,-0.03919165362334606,-0.05729166666666666,0.04271666138977534,0.08636363636363634,-0.08891891891891891
17,-0.05899999999999998,-0.040292117310937944,-0.057938762626262616,0.041760358625260764,0.08636363636363634,-0.08891891891891891
18,-0.07354838709677418,-0.042042447299666164,-0.058585858585858575,0.041319337883149745,0.08636363636363634,-0.08891891891891891
19,-0.056382978723404226,-0.04275947387085307,-0.057938762626262616,0.04039420396441514,0.08636363636363634,-0.08891891891891891
20,-0.06339285714285715,-0.043742015931424696,-0.058585858585858575,0.03966484446597409,0.08636363636363634,-0.08891891891891891
21,-0.025454545454545414,-0.04291076727338473,-0.057938762626262616,0.03893965480414889,0.08636363636363634,-0.08891891891891891
22,-0.07302631578947368,-0.044220138947997284,-0.058585858585858575,0.03857575357774487,0.08636363636363634,-0.08891891891891891
23,-0.06639344262295083,-0.04514402660112035,-0.05879292929292928,0.03802258721714967,0.08636363636363634,-0.08891891891891891
24,-0.07683615819209039,-0.046411711864759154,-0.05899999999999998,0.03776846668057694,0.08636363636363634,-0.08891891891891891
25,-0.057731958762886594,-0.04684710597622559,-0.05879292929292928,0.03709895608423558,0.08636363636363634,-0.08891891891891891
26,-0.046052631578947345,-0.046817680998548626,-0.058585858585858575,0.0364057656800238,0.08636363636363634,-0.08891891891891891
27,-0.07388535031847132,-0.04778438347426015,-0.05879292929292928,0.03610092314692587,0.08636363636363634,-0.08891891891891891
28,-0.07453416149068322,-0.04870678961275749,-0.05899999999999998,0.035807253513956167,0.08636363636363634,-0.08891891891891891
29,-0.06821705426356588,-0.04935713176778444,-0.05959708737864076,0.03537917692718675,0.08636363636363634,-0.08891891891891891
30,-0.040579710144927505,-0.04907398913478905,-0.05899999999999998,0.03483840236949862,0.08636363636363634,-0.08891891891891891
31,-0.045333333333333316,-0.048957093640993564,-0.05879292929292928,0.03429590806015057,0.08636363636363634,-0.08891891891891891
32,-0.029310344827586196,-0.04836173761634486,-0.058585858585858575,0.03393978439518129,0.08636363636363634,-0.08891891891891891
33,-0.05060240963855421,-0.04842763973464513,-0.05815890867437258,0.03343908807518282,0.08636363636363634,-0.08891891891891891
34,-0.016326530612244896,-0.047510465188290836,-0.057731958762886594,0.03338900917149055,0.08636363636363634,-0.08891891891891891
35,-0.08084112149532709,-0.048436316752375176,-0.05815890867437258,0.03337454996803109,0.08636363636363634,-0.08891891891891891
36,-0.05287356321839078,-0.04855624233253776,-0.057731958762886594,0.03292831612199575,0.08636363636363634,-0.08891891891891891
37,-0.05176470588235292,-0.048640675583848686,-0.05751181271477662,0.03249621898437385,0.08636363636363634,-0.08891891891891891
38,-0.06666666666666668,-0.04910288048340812,-0.057731958762886594,0.03220318748667446,0.08636363636363634,-0.08891891891891891
39,-0.05060240963855421,-0.049140368712286775,-0.05751181271477662,0.03179896164215481,0.08636363636363634,-0.08891891891891891
40,-0.058585858585858575,-0.049370746514081215,-0.057731958762886594,0.03144255300118565,0.08636363636363634,-0.08891891891891891
41,-0.037878787878787866,-0.04909712845133614,-0.05751181271477662,0.03111534624216936,0.08636363636363634,-0.08891891891891891
42,-0.07559523809523809,-0.04971336355933386,-0.057731958762886594,0.03100965384700855,0.08636363636363634,-0.08891891891891891
43,0.0,-0.048583514387530814,-0.05751181271477662,0.03153785282558485,0.08636363636363634,-0.08891891891891891
44,-0.0616822429906542,-0.048874597245378,-0.057731958762886594,0.031245179166992338,0.08636363636363634,-0.08891891891891891
45,-0.07453416149068322,-0.049432413859406374,-0.05815890867437258,0.0311294125068516,0.08636363636363634,-0.08891891891891891
46,-0.05816326530612244,-0.04961817665614501,-0.05816326530612244,0.030822229046168936,0.08636363636363634,-0.08891891891891891
47,-0.07643678160919538,-0.05017689759266689,-0.05837456194599051,0.030739061135004356,0.08636363636363634,-0.08891891891891891
48,-0.06095238095238095,-0.05039680541633453,-0.058585858585858575,0.03046190516329273,0.08636363636363634,-0.08891891891891891
49,-0.0359375,-0.05010761930800785,-0.05837456194599051,0.030223615179377522,0.08636363636363634,-0.08891891891891891
50,-0.04225352112676053,-0.04995361738288535,-0.05816326530612244,0.029945644561227346,0.08636363636363634,-0.08891891891891891
51,-0.0534090909090909,-0.050020068796850836,-0.05794761203450452,0.02966010455455928,0.08636363636363634,-0.08891891891891891
52,-0.05393258426966291,-0.05009388984350767,-0.057731958762886594,0.029383782160541373,0.08636363636363634,-0.08891891891891891
53,-0.08498168498168497,-0.05073996012384429,-0.05794761203450452,0.029487967083610154,0.08636363636363634,-0.08891891891891891
54,-0.05729166666666666,-0.05085908206098651,-0.057731958762886594,0.02923177454065054,0.08636363636363634,-0.08891891891891891
55,-0.05591397849462363,-0.05094934806873002,-0.05751181271477662,0.028977334445089077,0.08636363636363634,-0.08891891891891891
56,-0.0068181818181817936,-0.050175117081878294,-0.05729166666666666,0.029300560788783132,0.08636363636363634,-0.08891891891891891
57,-0.014583333333333332,-0.04956146563793787,-0.05729166666666666,0.029414029401165512,0.08636363636363634,-0.08891891891891891
58,-0.08722741433021806,-0.05019987154797651,-0.05729166666666666,0.029566189695116627,0.08636363636363634,-0.08891891891891891
59,-0.012765957446808465,-0.04957597297962371,-0.05729166666666666,0.029707843456930044,0.08636363636363634,-0.08891891891891891
60,-0.058585858585858575,-0.04972367602234888,-0.05729166666666666,0.029485535498826623,0.08636363636363634,-0.08891891891891891
61,-0.05684210526315786,-0.04983848939720063,-0.05729166666666666,0.02926052602628891,0.08636363636363634,-0.08891891891891891
62,-0.04459459459459458,-0.04975525297176244,-0.05729166666666666,0.029034768899072406,0.08636363636363634,-0.08891891891891891
63,-0.06306306306306304,-0.04996318750443902,-0.05729166666666666,0.028854281628927596,0.08636363636363634,-0.08891891891891891
64,-0.06666666666666668,-0.050220164106934834,-0.05729166666666666,0.02870517674710689,0.08636363636363634,-0.08891891891891891
65,-0.046052631578947345,-0.0501570196746926,-0.05729166666666666,0.02849143182109649,0.08636363636363634,-0.08891891891891891
66,-0.03166666666666664,-0.04988104425666236,-0.05729166666666666,0.028366750987871267,0.08636363636363634,-0.08891891891891891
67,-0.06893939393939393,-0.05016131410493782,-0.05729166666666666,0.028250700366014955,0.08636363636363634,-0.08891891891891891
68,-0.047435897435897406,-0.050121815312632885,-0.05729166666666666,0.028047129353983635,0.08636363636363634,-0.08891891891891891
69,-0.05393258426966291,-0.050176254869161885,-0.05706688596491226,0.027849743673713727,0.08636363636363634,-0.08891891891891891
70,-0.025454545454545414,-0.04982806177881518,-0.05684210526315786,0.02780594996019004,0.08636363636363634,-0.08891891891891891
